Anio,Tipo,Sector,Gas,Cantidad
1997,METALES PESADOS,Uso de disolventes y otros productos,Cd (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Cr (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Cu (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Hg (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Ni (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Pb (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Se (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,Zn (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,"PM2,5 (t)",0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,PM10 (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,PST (t),0.0
1997,METALES PESADOS,Uso de disolventes y otros productos,BC (t),0.0
1997,METALES PESADOS,Transporte por carretera,As (t),0.0038422859999999994
1997,METALES PESADOS,Transporte por carretera,Cd (t),0.2618966850000001
1997,METALES PESADOS,Transporte por carretera,Cr (t),5.254348881
1997,METALES PESADOS,Transporte por carretera,Cu (t),104.67995245399999
1997,METALES PESADOS,Transporte por carretera,Hg (t),0.139057901
1997,METALES PESADOS,Transporte por carretera,Ni (t),0.4994683070000001
1997,METALES PESADOS,Transporte por carretera,Pb (t),681.899904002
1997,METALES PESADOS,Transporte por carretera,Se (t),0.0029452989999999993
1997,METALES PESADOS,Transporte por carretera,Zn (t),86.68887943200002
1997,METALES PESADOS,Transporte por carretera,"PM2,5 (t)",26143.948889
1997,METALES PESADOS,Transporte por carretera,PM10 (t),29307.148672000003
1997,METALES PESADOS,Transporte por carretera,PST (t),33664.812696
1997,METALES PESADOS,Transporte por carretera,BC (t),0.0
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,As (t),0.20138995699999998
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cd (t),0.062351224684174304
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cr (t),0.30147813642087157
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cu (t),6.333839693309633
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Hg (t),0.10538995699999999
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Ni (t),6.3944585797892195
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Pb (t),0.242779914
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Se (t),0.5216330606841744
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Zn (t),4.8012229354174325
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,"PM2,5 (t)",47.90689742087158
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,PM10 (t),47.90689742087158
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,PST (t),47.90689742087158
1997,METALES PESADOS,Otros modos de transporte y maquinaria móvil,BC (t),0.0
1997,METALES PESADOS,Tratamiento y eliminación de residuos,As (t),0.3985831299999999
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Cd (t),0.26300524000000003
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Cr (t),2.1171462780000003
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Cu (t),2.9080099529999996
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Hg (t),0.807345998
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Ni (t),0.465637382
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Pb (t),5.5807967409999995
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Se (t),0.018647999999999994
1997,METALES PESADOS,Tratamiento y eliminación de residuos,Zn (t),24.819593159999997
1997,METALES PESADOS,Tratamiento y eliminación de residuos,"PM2,5 (t)",3.4304639999999997
1997,METALES PESADOS,Tratamiento y eliminación de residuos,PM10 (t),3.4304639999999997
1997,METALES PESADOS,Tratamiento y eliminación de residuos,PST (t),3.4304639999999997
1997,METALES PESADOS,Tratamiento y eliminación de residuos,BC (t),0.0
1997,METALES PESADOS,Agricultura,As (t),0.0
1997,METALES PESADOS,Agricultura,Cd (t),0.0
1997,METALES PESADOS,Agricultura,Cr (t),0.0
1997,METALES PESADOS,Agricultura,Cu (t),0.0
1997,METALES PESADOS,Agricultura,Hg (t),0.0
1997,METALES PESADOS,Agricultura,Ni (t),0.0
1997,METALES PESADOS,Agricultura,Pb (t),0.0
1997,METALES PESADOS,Agricultura,Se (t),0.0
1997,METALES PESADOS,Agricultura,Zn (t),0.0
1997,METALES PESADOS,Agricultura,"PM2,5 (t)",3495.522795
1997,METALES PESADOS,Agricultura,PM10 (t),17887.2741
1997,METALES PESADOS,Agricultura,PST (t),48942.666512
1997,METALES PESADOS,Agricultura,BC (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),As (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cd (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cr (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cu (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Hg (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Ni (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Pb (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Se (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Zn (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),"PM2,5 (t)",0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),PM10 (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),PST (t),0.0
1997,METALES PESADOS,Otras fuentes y sumideros (naturaleza),BC (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,DIOX (t),3.980898113059763e-06
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HAP (t),0.08717578734
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PCB (t),2.0556921222511246e-06
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,DIOX (t),3.4125460312e-05
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HAP (t),21.476295968000002
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PCB (t),0.002171272
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,DIOX (t),2.9594797476219997e-05
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HAP (t),31.447167566760005
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PCB (t),0.0024370865842926323
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HCB (t),0.197016852
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCM (t),0.14883
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PER (t),4.54545
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,DIOX (t),7.7137624e-06
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HAP (t),8.448130152908002
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PCB (t),0.024105784964150005
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,DIOX (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HAP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TRI (t),6181.219799967
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PER (t),7795.879702229999
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCE (t),130.00017201599996
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,DIOX (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HAP (t),0.00045000399999999994
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,DIOX (t),4.793936413000001e-06
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,HAP (t),6.791332558
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,PCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,HCB (t),0.00019022199999999996
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,DIOX (t),8.91119656e-06
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,HAP (t),0.9569256144733946
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otros modos de transporte y maquinaria móvil,PCB (t),0.00019106100000000002
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,PCP (t),0.021516923
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,HCB (t),0.0028689239999999997
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,DIOX (t),1.7070557783000002e-05
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,HAP (t),0.015233511999999998
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Tratamiento y eliminación de residuos,PCB (t),0.0003474688149434
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,HCH (t),9943.999998
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,DIOX (t),1.3045964875999998e-05
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,HAP (t),216.04117829900002
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Agricultura,PCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),HCH (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),PCP (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),HCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),TCM (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),TRI (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),PER (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),TCB (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),TCE (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),DIOX (t),0.0
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),HAP (t),17.461558439
1997,CONTAMINANTES ORGÁNICOS PERSISTENTES,Otras fuentes y sumideros (naturaleza),PCB (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,SOx (t),1116426.81012218
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,NOx (t),285783.02465252
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,COVNM (t),8060.010973510001
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,CH4 (t),2611.21548016
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,CO (t),18735.00839232
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,CO2 (t),83867772.01766
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,N2O (t),1688.20063833
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,NH3 (t),92.793
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,SF6 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,HFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Combustión en la producción y transformación de energía,PFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,SOx (t),43292.970585999996
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,NOx (t),43493.369120999996
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,COVNM (t),41554.586535
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,CH4 (t),33016.908018
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,CO (t),514455.69355699985
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,CO2 (t),22760870.955
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,N2O (t),799.1533119999999
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,NH3 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,SF6 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,HFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión no industrial,PFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,SOx (t),293853.03945395
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,NOx (t),179738.54394108002
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,COVNM (t),18813.46194766
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,CH4 (t),11196.51885074
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,CO (t),148060.03239674002
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,CO2 (t),49768771.167069994
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,N2O (t),1491.62464228
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,NH3 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,SF6 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,HFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Plantas de combustión industrial,PFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,SOx (t),64412.62558587
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,NOx (t),10143.26160947072
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,COVNM (t),67114.84583935745
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,CH4 (t),11483.7988388
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,CO (t),344165.70788
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,CO2 (t),25399420.851096496
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,N2O (t),6908.91879884292
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,NH3 (t),17916.060518869177
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,SF6 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,HFC (t),446.379019226
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Procesos industriales sin combustión,PFC (t),111.575186
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,SOx (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,NOx (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,COVNM (t),60953.02434
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,CH4 (t),106358.267999
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,CO (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,CO2 (t),334.59499999999997
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,N2O (t),0.000204
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,NH3 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,SF6 (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,HFC (t),0.0
1998,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Extracción y distribución de combustibles fósiles y energía geotérmica,PFC (t),0.0
